song_name,HAPPY,SAD,TENDER,FEAR,ANGER
angry-1-shift.mp3,3.2961515898932703e-06,9.0743342298083e-06,3.588441541069187e-05,5.069447524874704e-06,0.9999467134475708
angry-1-stretch.mp3,4.6679437218699604e-05,2.465091529302299e-05,4.572679245029576e-05,1.3335331459529698e-05,0.9998695850372314
angry-1.mp3,5.1691145927179605e-05,8.025454917515162e-06,6.4766777541080955e-06,1.1122346222691704e-05,0.9999226331710815
angry-10-shift.mp3,0.00017603392188902944,8.813320164335892e-06,2.4149326236511115e-06,8.509615327056963e-06,0.9998041987419128
angry-10-stretch.mp3,1.458067254134221e-05,2.8180331810290227e-06,2.8604088697647967e-07,9.050453627423849e-06,0.9999732971191406
angry-10.mp3,3.1867996312939795e-06,2.807963142004155e-07,3.26060849431542e-08,1.4585349390472402e-06,0.9999949932098389
angry-100-shift.mp3,0.00012744242849294096,6.74416369292885e-05,7.366101635852829e-05,5.369301652535796e-05,0.9996777772903442
angry-100-stretch.mp3,1.0842471738214954e-06,1.3546189165936084e-06,7.566817998849729e-07,4.963562219018058e-07,0.9999963045120239
angry-100.mp3,2.874074425562867e-06,1.6723010048735887e-05,1.2994421467737993e-06,1.0392503781986306e-06,0.9999780654907227
angry-101-shift.mp3,6.066674177418463e-05,1.602974225534126e-05,4.78019610454794e-05,2.8323629521764815e-06,0.9998726844787598
angry-101-stretch.mp3,1.177854073830531e-06,3.190102461303468e-06,1.8345383068663068e-05,8.706450898898765e-06,0.9999685287475586
angry-101.mp3,0.00027053404483012855,1.3507790754374582e-05,1.6845029676915146e-05,2.6089592211064883e-05,0.9996730089187622
angry-102-shift.mp3,2.9954794626974035e-06,1.0851897513930453e-06,2.7078539233116317e-07,1.118014978374049e-07,0.9999955892562866
angry-102-stretch.mp3,3.847177140414715e-06,3.8702000892953947e-07,8.755957878747722e-07,5.164291678738664e-07,0.9999943971633911
angry-102.mp3,1.0686678706406383e-06,5.186439722137948e-08,4.247183369443519e-07,1.9094289882559679e-07,0.9999982118606567
angry-103-shift.mp3,0.0019693290814757347,2.941259299404919e-05,1.4140297935227863e-05,0.0002075821830658242,0.9977795481681824
